Campaign_ID,Product_ID,Budget,Clicks,Conversions,Revenue_Generated,ROI,Customer_ID,Subscription_Tier,Subscription_Length,Flash_Sale_ID,Discount_Level,Units_Sold,Bundle_ID,Bundle_Price,Customer_Satisfaction_Post_Refund,Common_Keywords
cmp_rlsdvn,prod_hbjfa3,0.8337512189593406,0.9893766285828823,0.07214428857715431,0.14665043189522473,0.32,cust_1k7g39,premium,0.08823529411764706,flash_1vfk5k,0.559322033898305,0.16666666666666666,bndl_29u6w5,0.8529424837763356,1.0,affordable
cmp_jhhue9,prod_oe8ynj,0.5939590122585845,0.11224694327520546,0.5100200400801603,0.3016654277451153,0.05777777777777778,cust_0dws6f,premium,0.08823529411764706,flash_1m6cok,0.3050847457627119,0.48484848484848486,bndl_ulv60j,0.5317806027202419,0.3333333333333333,innovative
cmp_6sbown,prod_4v8a08,0.44176500665970503,0.7087592703948687,0.26452905811623245,0.31903406746379875,0.2022222222222222,cust_br2gst,basic,0.23529411764705882,flash_j4peon,0.6949152542372882,0.803030303030303,bndl_0hy0ef,0.917548226509023,1.0,affordable
cmp_q31qcu,prod_a1q6zb,0.5951026673365767,0.5137302064541992,0.781563126252505,0.9569751283341914,0.6266666666666666,cust_6tby6k,premium,0.9117647058823529,flash_1tovxt,0.4406779661016949,0.797979797979798,bndl_ai09bc,0.6315005778291404,0.0,durable
cmp_ay0utj,prod_f57n66,0.722774453480956,0.16195630386851073,0.0781563126252505,0.818085709128291,0.6733333333333333,cust_xasi45,standard,0.8235294117647058,flash_aobhxl,0.1694915254237288,0.25757575757575757,bndl_r03itt,0.7148635434260823,0.3333333333333333,affordable
cmp_5f4e9w,prod_2cf719,0.8214134413108578,0.250350771697735,0.7635270541082164,0.6544639207154855,0.060000000000000005,cust_gh04i5,basic,0.8823529411764706,flash_9e2doq,0.11864406779661017,0.4393939393939394,bndl_2am8lh,0.32207307316205885,0.3333333333333333,affordable
cmp_wdwhh6,prod_qn8sl7,0.6522787544604266,0.776107436359992,0.028056112224448898,0.5374245725064064,0.9644444444444444,cust_trq4h8,basic,0.23529411764705882,flash_ls82ul,0.576271186440678,0.37373737373737376,bndl_xbaco2,0.4046581918392746,0.0,stylish
cmp_jecpn0,prod_fn0kk1,0.7651145402581335,0.044097013429545,0.3496993987975952,0.8190226025150763,0.05333333333333333,cust_xogusd,premium,0.5,flash_v2s3tb,0.3559322033898305,0.12626262626262627,bndl_exvf5i,0.3590985865410259,1.0,stylish
cmp_wwjqbu,prod_12ibbu,0.2592470705076184,0.931449188214071,0.3486973947895792,0.9521269197097014,0.05555555555555555,cust_5ron6u,premium,0.029411764705882353,flash_ilcncw,0.3220338983050847,0.3888888888888889,bndl_zietkv,0.9910436483242955,1.0,affordable
cmp_g2gxc0,prod_hbpok5,0.6647935047017941,0.6047304068951693,0.9639278557114228,0.2481617949725745,0.36666666666666664,cust_vpsnhs,basic,1.0,flash_peqkqb,0.06779661016949153,0.7474747474747475,bndl_mmc7nn,0.9752200195572939,0.3333333333333333,durable
cmp_cotq6a,prod_5th0mn,0.22133251069360932,0.8897574664261375,0.3306613226452906,0.6730325920713668,0.41555555555555557,cust_fq9ni5,standard,0.9411764705882353,flash_0jak49,0.15254237288135594,0.7171717171717171,bndl_hblyhn,0.4813761223219842,0.3333333333333333,durable
cmp_qjg0e7,prod_oube8m,0.8625609833211413,0.7051513329324514,0.3226452905811623,0.6280644368503048,0.8711111111111111,cust_z76s5k,standard,0.20588235294117646,flash_dt3s2p,0.423728813559322,0.7121212121212122,bndl_vtkx1i,0.8177615788070051,0.6666666666666666,stylish
cmp_qdin64,prod_imdjih,0.8223938613944995,0.4760473040689517,0.3256513026052104,0.6232829976628677,0.9844444444444443,cust_l86jdl,premium,0.6470588235294118,flash_dax2ub,0.5254237288135594,0.7929292929292929,bndl_bdvqud,0.3186949951106765,0.3333333333333333,innovative
cmp_6eykf8,prod_qmdkta,0.357172309284253,0.5309681298857486,0.6422845691382766,0.10005102154713373,0.7688888888888888,cust_4t8dv2,premium,0.9117647058823529,flash_nn061t,0.4067796610169492,0.19696969696969696,bndl_yyi2sp,0.692661569917326,0.3333333333333333,innovative
cmp_3b83zb,prod_j71w0e,0.07452061336761268,0.2158749248346362,0.7905811623246493,0.8251657947749935,0.6511111111111112,cust_zcnxn7,standard,0.14705882352941177,flash_ewjrgf,0.8813559322033898,0.601010101010101,bndl_gq1luf,0.5521379678193616,0.6666666666666666,stylish
cmp_hmy8jt,prod_hb4hq9,0.7071762184391299,0.1719783523752255,0.30861723446893785,0.2122984252413119,0.3288888888888889,cust_a015s4,standard,0.6470588235294118,flash_vs103u,0.3559322033898305,0.9292929292929293,bndl_jw9vje,0.35467597119743977,1.0,affordable
cmp_2tq2r2,prod_dv9kp8,0.08667919616462412,0.5736620565243535,0.9408817635270541,0.8172019484554088,0.7444444444444445,cust_67qgeo,premium,0.7941176470588235,flash_5yp5bg,0.8305084745762712,0.3181818181818182,bndl_yme8d2,0.4087474442172638,0.3333333333333333,stylish
cmp_l4jqt7,prod_ix0gzb,0.3109295323822471,0.31509320505111243,0.7064128256513026,0.37915009678537986,0.8155555555555556,cust_6xk9sh,basic,0.6764705882352942,flash_1ncfsm,0.1016949152542373,0.51010101010101,bndl_3dh9ua,0.33116277002400213,0.0,stylish
cmp_e6lf3e,prod_o4d7ed,0.2527057513466382,0.2649829625175386,0.5801603206412825,0.4958624666771518,0.6688888888888889,cust_o2fw1j,basic,0.7647058823529411,flash_d6c2i2,0.1694915254237288,0.398989898989899,bndl_8djt78,0.23199839985776516,0.0,affordable
cmp_56nut9,prod_hkcv8m,0.9433053348953792,0.7165764682301062,0.7915831663326653,0.5558495026990106,0.23333333333333334,cust_ki8w0y,premium,0.7058823529411765,flash_3gf57h,0.8305084745762712,0.5303030303030303,bndl_xtokz5,0.7432438438972353,0.0,affordable
cmp_mtscpc,prod_i50zpo,0.7285824273084065,0.8661054319502907,0.10721442885771543,0.45884896561414396,0.1622222222222222,cust_mqhtjy,premium,0.5882352941176471,flash_ux849d,0.3559322033898305,0.8888888888888888,bndl_4epps3,0.8007156191661481,0.6666666666666666,durable
cmp_79b4d2,prod_rnmdrm,0.7548454833301314,0.37642814191220686,0.9478957915831663,0.22479158288920545,0.32,cust_j48w8r,basic,0.38235294117647056,flash_epdh55,0.3898305084745763,0.898989898989899,bndl_evpkvc,0.8739221264112366,1.0,durable
cmp_r7nks6,prod_6j3p75,0.3663021556514359,0.09761475245540188,0.09018036072144289,0.6813422050823763,0.8333333333333334,cust_pgxpfg,basic,0.0,flash_787syl,0.3559322033898305,0.51010101010101,bndl_d4kr0x,0.39359054138145616,0.6666666666666666,innovative
cmp_k56kcp,prod_ui3fqd,0.7774864598794445,0.7692924433754259,0.41082164328657317,0.9917882683573779,0.9688888888888889,cust_3ir8q2,standard,0.14705882352941177,flash_szxbks,0.0,0.6868686868686869,bndl_8e9r1s,0.44892879367054844,0.3333333333333333,affordable
cmp_ah9thq,prod_2z434d,0.9410499444536365,0.3619963920625376,0.1282565130260521,0.540210201501272,0.1422222222222222,cust_2jz3v8,basic,0.5882352941176471,flash_vyh0tp,0.7288135593220338,0.8838383838383839,bndl_s1drli,0.7608454084807539,1.0,stylish
cmp_ovhuto,prod_2sxwo6,0.16785991851583837,0.973541791942273,0.3847695390781563,0.07428812012114663,0.5111111111111111,cust_1hhy8v,premium,0.2647058823529412,flash_k3jyfs,0.8983050847457628,0.35858585858585856,bndl_j2l1z8,0.8781669481731709,0.6666666666666666,stylish
cmp_bk60gl,prod_vxslgy,0.7503771273832966,0.7396271797955503,0.5210420841683366,0.929763804884149,0.4911111111111111,cust_15e44q,premium,0.7941176470588235,flash_cyt033,0.9830508474576272,0.98989898989899,bndl_2405hf,0.3365410258689661,0.0,affordable
cmp_bu8kjk,prod_yau41e,0.12739299370353335,0.8075766686710764,0.3517034068136273,0.452819513726574,0.8222222222222223,cust_o1xi91,basic,0.9117647058823529,flash_jiell8,0.1864406779661017,0.20202020202020202,bndl_57nw0q,0.15541381456129433,1.0,durable
cmp_u5qfjh,prod_mie14f,0.7963130305768641,0.3603928643014632,0.041082164328657314,0.945878169111327,0.7066666666666667,cust_fzlwy6,standard,0.7941176470588235,flash_8dgr0e,0.7457627118644068,0.25252525252525254,bndl_rmmmwr,0.873566539247933,0.3333333333333333,durable
